row,sentence,tagged_tokens_GT,tagged_tokens_GT_corrected
96,"I'd like to run JSLint4Java as part of my build process . I have about 1000 JS files in a library , and don't really want to add a header to each of them -- especially since many of them are from an external library ( Dojo ) . If I don't add the header , though , JSLint complains about the same five globals on nearly every single file . Is there a way to tell JSLint to ignore them ? Some things I've thought of so far : Some sort of AntFileMap task that creates a virtual directory hierarchy that's an exact copy of another hierarchy , but has a filter applied to each file ( in this case , prepend with a / *globals * / header ) . Hack JSLint4Java to accept a set of globals which it prepends as a comment to the beginning of every file it processes . I've never seen anything like ( 1 ) . ( 2 ) seems relatively easy , but I'd prefer to use original tools if possible . Any better suggestions ?","[(""I'd"", 'L'), ('like', 'V'), ('to', 'P'), ('run', 'V'), ('JSLint4Java', '^'), ('as', 'P'), ('part', 'N'), ('of', 'P'), ('my', 'D'), ('build', 'V'), ('process', 'N'), ('.', ','), ('I', 'O'), ('have', 'V'), ('about', 'P'), ('1000', '$'), ('JS', '^'), ('files', 'N'), ('in', 'P'), ('a', 'D'), ('library', 'N'), (',', ','), ('and', '&'), (""don't"", 'V'), ('really', 'R'), ('want', 'V'), ('to', 'P'), ('add', 'V'), ('a', 'D'), ('header', 'N'), ('to', 'P'), ('each', 'D'), ('of', 'P'), ('them', 'O'), ('--', ','), ('especially', 'R'), ('since', 'P'), ('many', 'A'), ('of', 'P'), ('them', 'O'), ('are', 'V'), ('from', 'P'), ('an', 'D'), ('external', 'A'), ('library', 'N'), ('(', ','), ('Dojo', '^'), (')', ','), ('.', ','), ('If', 'P'), ('I', 'O'), (""don't"", 'V'), ('add', 'V'), ('the', 'D'), ('header', 'N'), (',', ','), ('though', 'P'), (',', ','), ('JSLint', '^'), ('complains', 'V'), ('about', 'P'), ('the', 'D'), ('same', 'A'), ('five', 'N'), ('globals', 'N'), ('on', 'P'), ('nearly', 'R'), ('every', 'A'), ('single', 'A'), ('file', 'N'), ('.', ','), ('Is', 'V'), ('there', 'R'), ('a', 'D'), ('way', 'N'), ('to', 'P'), ('tell', 'V'), ('JSLint', '^'), ('to', 'P'), ('ignore', 'V'), ('them', 'O'), ('?', ','), ('Some', 'D'), ('things', 'N'), (""I've"", 'L'), ('thought', 'V'), ('of', 'P'), ('so', 'R'), ('far', 'R'), (':', ','), ('Some', 'D'), ('sort', 'N'), ('of', 'P'), ('AntFileMap', '^'), ('task', 'V'), ('that', 'O'), ('creates', 'V'), ('a', 'D'), ('virtual', 'A'), ('directory', 'N'), ('hierarchy', 'N'), (""that's"", 'L'), ('an', 'D'), ('exact', 'A'), ('copy', 'N'), ('of', 'P'), ('another', 'D'), ('hierarchy', 'N'), (',', ','), ('but', '&'), ('has', 'V'), ('a', 'D'), ('filter', 'N'), ('applied', 'V'), ('to', 'P'), ('each', 'D'), ('file', 'N'), ('(', ','), ('in', 'P'), ('this', 'D'), ('case', 'N'), (',', ','), ('prepend', 'N'), ('with', 'P'), ('a', 'D'), ('/', 'D'), ('*globals', 'N'), ('*', ','), ('/', 'D'), ('header', 'N'), (')', ','), ('.', ','), ('Hack', 'V'), ('JSLint4Java', '^'), ('to', 'P'), ('accept', 'V'), ('a', 'D'), ('set', 'N'), ('of', 'P'), ('globals', 'V'), ('which', 'D'), ('it', 'O'), ('prepends', 'V'), ('as', 'P'), ('a', 'D'), ('comment', 'N'), ('to', 'P'), ('the', 'D'), ('beginning', 'N'), ('of', 'P'), ('every', 'O'), ('file', 'V'), ('it', 'O'), ('processes', 'V'), ('.', ','), (""I've"", 'L'), ('never', 'R'), ('seen', 'V'), ('anything', 'N'), ('like', 'V'), ('(', 'D'), ('1', '$'), (')', 'D'), ('.', ','), ('(', 'D'), ('2', '$'), (')', 'D'), ('seems', 'V'), ('relatively', 'R'), ('easy', 'A'), (',', ','), ('but', '&'), (""I'd"", 'L'), ('prefer', 'V'), ('to', 'P'), ('use', 'V'), ('original', 'A'), ('tools', 'N'), ('if', 'P'), ('possible', 'A'), ('.', ','), ('Any', 'D'), ('better', 'A'), ('suggestions', 'N'), ('?', ',')]","[(""I'd"", 'L'), ('like', 'V'), ('to', 'P'), ('run', 'V'), ('JSLint4Java', '^'), ('as', 'P'), ('part', 'N'), ('of', 'P'), ('my', 'D'), ('build', 'V'), ('process', 'N'), ('.', ','), ('I', 'O'), ('have', 'V'), ('about', 'P'), ('1000', '$'), ('JS', '^'), ('files', 'N'), ('in', 'P'), ('a', 'D'), ('library', 'N'), (',', ','), ('and', '&'), (""don't"", 'V'), ('really', 'R'), ('want', 'V'), ('to', 'P'), ('add', 'V'), ('a', 'D'), ('header', 'N'), ('to', 'P'), ('each', 'D'), ('of', 'P'), ('them', 'O'), ('--', ','), ('especially', 'R'), ('since', 'P'), ('many', 'A'), ('of', 'P'), ('them', 'O'), ('are', 'V'), ('from', 'P'), ('an', 'D'), ('external', 'A'), ('library', 'N'), ('(', ','), ('Dojo', '^'), (')', ','), ('.', ','), ('If', 'P'), ('I', 'O'), (""don't"", 'V'), ('add', 'V'), ('the', 'D'), ('header', 'N'), (',', ','), ('though', 'P'), (',', ','), ('JSLint', '^'), ('complains', 'V'), ('about', 'P'), ('the', 'D'), ('same', 'A'), ('five', 'N'), ('globals', 'N'), ('on', 'P'), ('nearly', 'R'), ('every', 'A'), ('single', 'A'), ('file', 'N'), ('.', ','), ('Is', 'V'), ('there', 'R'), ('a', 'D'), ('way', 'N'), ('to', 'P'), ('tell', 'V'), ('JSLint', '^'), ('to', 'P'), ('ignore', 'V'), ('them', 'O'), ('?', ','), ('Some', 'D'), ('things', 'N'), (""I've"", 'L'), ('thought', 'V'), ('of', 'P'), ('so', 'R'), ('far', 'R'), (':', ','), ('Some', 'D'), ('sort', 'N'), ('of', 'P'), ('AntFileMap', '^'), ('task', 'V'), ('that', 'O'), ('creates', 'V'), ('a', 'D'), ('virtual', 'A'), ('directory', 'N'), ('hierarchy', 'N'), (""that's"", 'L'), ('an', 'D'), ('exact', 'A'), ('copy', 'N'), ('of', 'P'), ('another', 'D'), ('hierarchy', 'N'), (',', ','), ('but', '&'), ('has', 'V'), ('a', 'D'), ('filter', 'N'), ('applied', 'V'), ('to', 'P'), ('each', 'D'), ('file', 'N'), ('(', ','), ('in', 'P'), ('this', 'D'), ('case', 'N'), (',', ','), ('prepend', 'N'), ('with', 'P'), ('a', 'D'), ('/', 'D'), ('*globals', 'N'), ('*', ','), ('/', 'D'), ('header', 'N'), (')', ','), ('.', ','), ('Hack', 'V'), ('JSLint4Java', '^'), ('to', 'P'), ('accept', 'V'), ('a', 'D'), ('set', 'N'), ('of', 'P'), ('globals', 'V'), ('which', 'D'), ('it', 'O'), ('prepends', 'V'), ('as', 'P'), ('a', 'D'), ('comment', 'N'), ('to', 'P'), ('the', 'D'), ('beginning', 'N'), ('of', 'P'), ('every', 'O'), ('file', 'V'), ('it', 'O'), ('processes', 'V'), ('.', ','), (""I've"", 'L'), ('never', 'R'), ('seen', 'V'), ('anything', 'N'), ('like', 'V'), ('(', 'D'), ('1', '$'), (')', 'D'), ('.', ','), ('(', 'D'), ('2', '$'), (')', 'D'), ('seems', 'V'), ('relatively', 'R'), ('easy', 'A'), (',', ','), ('but', '&'), (""I'd"", 'L'), ('prefer', 'V'), ('to', 'P'), ('use', 'V'), ('original', 'A'), ('tools', 'N'), ('if', 'P'), ('possible', 'A'), ('.', ','), ('Any', 'D'), ('better', 'A'), ('suggestions', 'N'), ('?', ',')]"
97,"Hi James , I'm curious if you ever worked out a solution to this .","[('Hi', 'V'), ('James', '^'), (',', ','), (""I'm"", 'L'), ('curious', 'A'), ('if', 'P'), ('you', 'O'), ('ever', 'R'), ('worked', 'V'), ('out', 'T'), ('a', 'D'), ('solution', 'N'), ('to', 'P'), ('this', 'D'), ('.', ',')]","[('Hi', 'V'), ('James', '^'), (',', ','), (""I'm"", 'L'), ('curious', 'A'), ('if', 'P'), ('you', 'O'), ('ever', 'R'), ('worked', 'V'), ('out', 'T'), ('a', 'D'), ('solution', 'N'), ('to', 'P'), ('this', 'D'), ('.', ',')]"
98,"From http://www.ohloh.net/p/jslint4java News 2009-12-02 . jslint4java 1.3 . 3 is released . Noteworthy alterations : Add support for the predef option , to allow specifying a list of predefined global variables . Sounds like what you might be looking for . Try the -- help option to get the syntax , maybe ?","[('From', 'P'), ('http://www.ohloh.net/p/jslint4java', 'U'), ('News', '^'), ('2009-12-02', '$'), ('.', ','), ('jslint4java', '^'), ('1.3', '$'), ('.', ','), ('3', '$'), ('is', 'V'), ('released', 'V'), ('.', ','), ('Noteworthy', '^'), ('alterations', 'N'), (':', ','), ('Add', 'V'), ('support', 'V'), ('for', 'P'), ('the', 'D'), ('predef', 'N'), ('option', 'N'), (',', ','), ('to', 'P'), ('allow', 'V'), ('specifying', 'V'), ('a', 'D'), ('list', 'N'), ('of', 'P'), ('predefined', 'D'), ('global', 'A'), ('variables', 'N'), ('.', ','), ('Sounds', 'V'), ('like', 'P'), ('what', 'O'), ('you', 'O'), ('might', 'V'), ('be', 'V'), ('looking', 'V'), ('for', 'P'), ('.', ','), ('Try', 'V'), ('the', 'D'), ('--', ','), ('help', 'N'), ('option', 'N'), ('to', 'P'), ('get', 'V'), ('the', 'D'), ('syntax', 'N'), (',', ','), ('maybe', 'R'), ('?', ',')]","[('From', 'P'), ('http://www.ohloh.net/p/jslint4java', 'U'), ('News', '^'), ('2009-12-02', '$'), ('.', ','), ('jslint4java', '^'), ('1.3', '$'), ('.', ','), ('3', '$'), ('is', 'V'), ('released', 'V'), ('.', ','), ('Noteworthy', '^'), ('alterations', 'N'), (':', ','), ('Add', 'V'), ('support', 'V'), ('for', 'P'), ('the', 'D'), ('predef', 'N'), ('option', 'N'), (',', ','), ('to', 'P'), ('allow', 'V'), ('specifying', 'V'), ('a', 'D'), ('list', 'N'), ('of', 'P'), ('predefined', 'D'), ('global', 'A'), ('variables', 'N'), ('.', ','), ('Sounds', 'V'), ('like', 'P'), ('what', 'O'), ('you', 'O'), ('might', 'V'), ('be', 'V'), ('looking', 'V'), ('for', 'P'), ('.', ','), ('Try', 'V'), ('the', 'D'), ('--', ','), ('help', 'N'), ('option', 'N'), ('to', 'P'), ('get', 'V'), ('the', 'D'), ('syntax', 'N'), (',', ','), ('maybe', 'R'), ('?', ',')]"
99,"You can also use LintRoller - a Node.js utility for checking entire directories or projects against JSLint , JSHint and other validations .","[('You', 'O'), ('can', 'V'), ('also', 'R'), ('use', 'V'), ('LintRoller', '^'), ('-', ','), ('a', 'D'), ('Node.js', '^'), ('utility', 'N'), ('for', 'P'), ('checking', 'V'), ('entire', 'A'), ('directories', 'N'), ('or', '&'), ('projects', 'N'), ('against', 'P'), ('JSLint', '^'), (',', ','), ('JSHint', '^'), ('and', '&'), ('other', 'A'), ('validations', 'N'), ('.', ',')]","[('You', 'O'), ('can', 'V'), ('also', 'R'), ('use', 'V'), ('LintRoller', '^'), ('-', ','), ('a', 'D'), ('Node.js', '^'), ('utility', 'N'), ('for', 'P'), ('checking', 'V'), ('entire', 'A'), ('directories', 'N'), ('or', '&'), ('projects', 'N'), ('against', 'P'), ('JSLint', '^'), (',', ','), ('JSHint', '^'), ('and', '&'), ('other', 'A'), ('validations', 'N'), ('.', ',')]"
100,"I've been playing with DWR and converters for a while and I really wanted to map my Java classes to JavaScript classes . Using DWR converters , I have the option to point out what is the name of my JS constructor given a Java class . So far so good ... The problem arises when my JS constructor is within a JS package-like name ( just like YUI's package system , eg my.beautiful.package.MyClass ) . DWR's current implementation doesn't allow me to use this kind of construct , giving me a SyntaxError when I try to use it . Is there an elegant way arround this limitation ?","[(""I've"", 'L'), ('been', 'V'), ('playing', 'V'), ('with', 'P'), ('DWR', '^'), ('and', '&'), ('converters', 'N'), ('for', 'P'), ('a', 'D'), ('while', 'N'), ('and', '&'), ('I', 'O'), ('really', 'R'), ('wanted', 'V'), ('to', 'P'), ('map', 'N'), ('my', 'D'), ('Java', '^'), ('classes', 'N'), ('to', 'P'), ('JavaScript', '^'), ('classes', 'N'), ('.', ','), ('Using', 'V'), ('DWR', '^'), ('converters', 'N'), (',', ','), ('I', 'O'), ('have', 'V'), ('the', 'D'), ('option', 'N'), ('to', 'P'), ('point', 'N'), ('out', 'P'), ('what', 'O'), ('is', 'V'), ('the', 'D'), ('name', 'N'), ('of', 'P'), ('my', 'D'), ('JS', '^'), ('constructor', 'N'), ('given', 'V'), ('a', 'D'), ('Java', '^'), ('class', 'N'), ('.', ','), ('So', 'P'), ('far', 'R'), ('so', 'R'), ('good', 'A'), ('...', ','), ('The', 'D'), ('problem', 'N'), ('arises', 'V'), ('when', 'R'), ('my', 'D'), ('JS', '^'), ('constructor', 'N'), ('is', 'V'), ('within', 'P'), ('a', 'D'), ('JS', '^'), ('package-like', 'A'), ('name', 'N'), ('(', ','), ('just', 'R'), ('like', 'P'), (""YUI's"", 'Z'), ('package', 'N'), ('system', 'N'), (',', ','), ('eg', 'G'), ('my.beautiful.package.MyClass', '^'), (')', ','), ('.', ','), (""DWR's"", 'Z'), ('current', 'A'), ('implementation', 'N'), (""doesn't"", 'V'), ('allow', 'V'), ('me', 'O'), ('to', 'P'), ('use', 'V'), ('this', 'D'), ('kind', 'N'), ('of', 'P'), ('construct', 'V'), (',', ','), ('giving', 'V'), ('me', 'O'), ('a', 'D'), ('SyntaxError', '^'), ('when', 'R'), ('I', 'O'), ('try', 'V'), ('to', 'P'), ('use', 'V'), ('it', 'O'), ('.', ','), ('Is', 'V'), ('there', 'R'), ('an', 'D'), ('elegant', 'A'), ('way', 'N'), ('arround', 'P'), ('this', 'D'), ('limitation', 'N'), ('?', ',')]","[(""I've"", 'L'), ('been', 'V'), ('playing', 'V'), ('with', 'P'), ('DWR', '^'), ('and', '&'), ('converters', 'N'), ('for', 'P'), ('a', 'D'), ('while', 'N'), ('and', '&'), ('I', 'O'), ('really', 'R'), ('wanted', 'V'), ('to', 'P'), ('map', 'N'), ('my', 'D'), ('Java', '^'), ('classes', 'N'), ('to', 'P'), ('JavaScript', '^'), ('classes', 'N'), ('.', ','), ('Using', 'V'), ('DWR', '^'), ('converters', 'N'), (',', ','), ('I', 'O'), ('have', 'V'), ('the', 'D'), ('option', 'N'), ('to', 'P'), ('point', 'N'), ('out', 'P'), ('what', 'O'), ('is', 'V'), ('the', 'D'), ('name', 'N'), ('of', 'P'), ('my', 'D'), ('JS', '^'), ('constructor', 'N'), ('given', 'V'), ('a', 'D'), ('Java', '^'), ('class', 'N'), ('.', ','), ('So', 'P'), ('far', 'R'), ('so', 'R'), ('good', 'A'), ('...', ','), ('The', 'D'), ('problem', 'N'), ('arises', 'V'), ('when', 'R'), ('my', 'D'), ('JS', '^'), ('constructor', 'N'), ('is', 'V'), ('within', 'P'), ('a', 'D'), ('JS', '^'), ('package-like', 'A'), ('name', 'N'), ('(', ','), ('just', 'R'), ('like', 'P'), (""YUI's"", 'Z'), ('package', 'N'), ('system', 'N'), (',', ','), ('eg', 'G'), ('my.beautiful.package.MyClass', '^'), (')', ','), ('.', ','), (""DWR's"", 'Z'), ('current', 'A'), ('implementation', 'N'), (""doesn't"", 'V'), ('allow', 'V'), ('me', 'O'), ('to', 'P'), ('use', 'V'), ('this', 'D'), ('kind', 'N'), ('of', 'P'), ('construct', 'V'), (',', ','), ('giving', 'V'), ('me', 'O'), ('a', 'D'), ('SyntaxError', '^'), ('when', 'R'), ('I', 'O'), ('try', 'V'), ('to', 'P'), ('use', 'V'), ('it', 'O'), ('.', ','), ('Is', 'V'), ('there', 'R'), ('an', 'D'), ('elegant', 'A'), ('way', 'N'), ('arround', 'P'), ('this', 'D'), ('limitation', 'N'), ('?', ',')]"
101,"I don't have a workaround , but for your information there is an opened issue about this : http://bugs.directwebremoting.org/bugs/browse/DWR-103 If I am wrong and it is not the same problem as what you described , let me know and I will delete this comment .","[('I', 'O'), (""don't"", 'V'), ('have', 'V'), ('a', 'D'), ('workaround', 'N'), (',', ','), ('but', '&'), ('for', 'P'), ('your', 'D'), ('information', 'N'), ('there', 'R'), ('is', 'V'), ('an', 'D'), ('opened', 'V'), ('issue', 'N'), ('about', 'P'), ('this', 'D'), (':', ','), ('http://bugs.directwebremoting.org/bugs/browse/DWR-103', 'U'), ('If', 'P'), ('I', 'O'), ('am', 'V'), ('wrong', 'A'), ('and', '&'), ('it', 'O'), ('is', 'V'), ('not', 'R'), ('the', 'D'), ('same', 'A'), ('problem', 'N'), ('as', 'P'), ('what', 'O'), ('you', 'O'), ('described', 'V'), (',', ','), ('let', 'V'), ('me', 'O'), ('know', 'V'), ('and', '&'), ('I', 'O'), ('will', 'V'), ('delete', 'V'), ('this', 'D'), ('comment', 'N'), ('.', ',')]","[('I', 'O'), (""don't"", 'V'), ('have', 'V'), ('a', 'D'), ('workaround', 'N'), (',', ','), ('but', '&'), ('for', 'P'), ('your', 'D'), ('information', 'N'), ('there', 'R'), ('is', 'V'), ('an', 'D'), ('opened', 'V'), ('issue', 'N'), ('about', 'P'), ('this', 'D'), (':', ','), ('http://bugs.directwebremoting.org/bugs/browse/DWR-103', 'U'), ('If', 'P'), ('I', 'O'), ('am', 'V'), ('wrong', 'A'), ('and', '&'), ('it', 'O'), ('is', 'V'), ('not', 'R'), ('the', 'D'), ('same', 'A'), ('problem', 'N'), ('as', 'P'), ('what', 'O'), ('you', 'O'), ('described', 'V'), (',', ','), ('let', 'V'), ('me', 'O'), ('know', 'V'), ('and', '&'), ('I', 'O'), ('will', 'V'), ('delete', 'V'), ('this', 'D'), ('comment', 'N'), ('.', ',')]"
102,"Thats right , I wonder if they will fix it only for version 3 . Here we use version 2 yet .","[('Thats', 'L'), ('right', 'R'), (',', ','), ('I', 'O'), ('wonder', 'V'), ('if', 'P'), ('they', 'O'), ('will', 'V'), ('fix', 'V'), ('it', 'O'), ('only', 'R'), ('for', 'P'), ('version', 'N'), ('3', '$'), ('.', ','), ('Here', 'R'), ('we', 'O'), ('use', 'V'), ('version', 'N'), ('2', '$'), ('yet', 'R'), ('.', ',')]","[('Thats', 'L'), ('right', 'R'), (',', ','), ('I', 'O'), ('wonder', 'V'), ('if', 'P'), ('they', 'O'), ('will', 'V'), ('fix', 'V'), ('it', 'O'), ('only', 'R'), ('for', 'P'), ('version', 'N'), ('3', '$'), ('.', ','), ('Here', 'R'), ('we', 'O'), ('use', 'V'), ('version', 'N'), ('2', '$'), ('yet', 'R'), ('.', ',')]"
103,"As far as I know the this isn't possible directly . I have in my current work project experimented with enhancing each returned object on the client side with methods from a Javascript class , which gets the result that I think you are interested in . I'll have to check at work on monday ( now is sunday ) that augmentProto is correct one to use , but I think it is . There may even be a better hook into DWR that'll allow you to do this on the fly automagically .","[('As', 'R'), ('far', 'R'), ('as', 'P'), ('I', 'O'), ('know', 'V'), ('the', 'D'), ('this', 'O'), (""isn't"", 'V'), ('possible', 'R'), ('directly', 'R'), ('.', ','), ('I', 'O'), ('have', 'V'), ('in', 'P'), ('my', 'D'), ('current', 'A'), ('work', 'N'), ('project', 'N'), ('experimented', 'V'), ('with', 'P'), ('enhancing', 'V'), ('each', 'O'), ('returned', 'V'), ('object', 'N'), ('on', 'P'), ('the', 'D'), ('client', 'N'), ('side', 'N'), ('with', 'P'), ('methods', 'N'), ('from', 'P'), ('a', 'D'), ('Javascript', '^'), ('class', 'N'), (',', ','), ('which', 'O'), ('gets', 'V'), ('the', 'D'), ('result', 'N'), ('that', 'P'), ('I', 'O'), ('think', 'V'), ('you', 'O'), ('are', 'V'), ('interested', 'V'), ('in', 'T'), ('.', ','), (""I'll"", 'L'), ('have', 'V'), ('to', 'P'), ('check', 'V'), ('at', 'P'), ('work', 'V'), ('on', 'P'), ('monday', '^'), ('(', ','), ('now', 'R'), ('is', 'V'), ('sunday', 'N'), (')', ','), ('that', 'D'), ('augmentProto', '^'), ('is', 'V'), ('correct', 'A'), ('one', '$'), ('to', 'P'), ('use', 'V'), (',', ','), ('but', '&'), ('I', 'O'), ('think', 'V'), ('it', 'O'), ('is', 'V'), ('.', ','), ('There', 'X'), ('may', 'V'), ('even', 'R'), ('be', 'V'), ('a', 'D'), ('better', 'A'), ('hook', 'N'), ('into', 'P'), ('DWR', '^'), (""that'll"", 'L'), ('allow', 'V'), ('you', 'O'), ('to', 'P'), ('do', 'V'), ('this', 'D'), ('on', 'P'), ('the', 'D'), ('fly', 'V'), ('automagically', 'N'), ('.', ',')]","[('As', 'R'), ('far', 'R'), ('as', 'P'), ('I', 'O'), ('know', 'V'), ('the', 'D'), ('this', 'O'), (""isn't"", 'V'), ('possible', 'R'), ('directly', 'R'), ('.', ','), ('I', 'O'), ('have', 'V'), ('in', 'P'), ('my', 'D'), ('current', 'A'), ('work', 'N'), ('project', 'N'), ('experimented', 'V'), ('with', 'P'), ('enhancing', 'V'), ('each', 'O'), ('returned', 'V'), ('object', 'N'), ('on', 'P'), ('the', 'D'), ('client', 'N'), ('side', 'N'), ('with', 'P'), ('methods', 'N'), ('from', 'P'), ('a', 'D'), ('Javascript', '^'), ('class', 'N'), (',', ','), ('which', 'O'), ('gets', 'V'), ('the', 'D'), ('result', 'N'), ('that', 'P'), ('I', 'O'), ('think', 'V'), ('you', 'O'), ('are', 'V'), ('interested', 'V'), ('in', 'T'), ('.', ','), (""I'll"", 'L'), ('have', 'V'), ('to', 'P'), ('check', 'V'), ('at', 'P'), ('work', 'V'), ('on', 'P'), ('monday', '^'), ('(', ','), ('now', 'R'), ('is', 'V'), ('sunday', 'N'), (')', ','), ('that', 'D'), ('augmentProto', '^'), ('is', 'V'), ('correct', 'A'), ('one', '$'), ('to', 'P'), ('use', 'V'), (',', ','), ('but', '&'), ('I', 'O'), ('think', 'V'), ('it', 'O'), ('is', 'V'), ('.', ','), ('There', 'X'), ('may', 'V'), ('even', 'R'), ('be', 'V'), ('a', 'D'), ('better', 'A'), ('hook', 'N'), ('into', 'P'), ('DWR', '^'), (""that'll"", 'L'), ('allow', 'V'), ('you', 'O'), ('to', 'P'), ('do', 'V'), ('this', 'D'), ('on', 'P'), ('the', 'D'), ('fly', 'V'), ('automagically', 'N'), ('.', ',')]"
104,"One thing that I did , I "" globalized "" all needed constructors used by DWR , ( using the notation as follows * my_beautiful_package_MyClass * ) although it works , its not that elegant =/","[('One', '$'), ('thing', 'N'), ('that', 'P'), ('I', 'O'), ('did', 'V'), (',', ','), ('I', 'O'), ('""', ','), ('globalized', 'V'), ('""', ','), ('all', 'X'), ('needed', 'V'), ('constructors', 'N'), ('used', 'V'), ('by', 'P'), ('DWR', '^'), (',', ','), ('(', ','), ('using', 'V'), ('the', 'D'), ('notation', 'N'), ('as', 'P'), ('follows', 'V'), ('*', ','), ('my_beautiful_package_MyClass', '^'), ('*', ','), (')', ','), ('although', 'P'), ('it', 'O'), ('works', 'V'), (',', ','), ('its', 'L'), ('not', 'R'), ('that', 'R'), ('elegant', 'A'), ('=/', 'E')]","[('One', '$'), ('thing', 'N'), ('that', 'P'), ('I', 'O'), ('did', 'V'), (',', ','), ('I', 'O'), ('""', ','), ('globalized', 'V'), ('""', ','), ('all', 'X'), ('needed', 'V'), ('constructors', 'N'), ('used', 'V'), ('by', 'P'), ('DWR', '^'), (',', ','), ('(', ','), ('using', 'V'), ('the', 'D'), ('notation', 'N'), ('as', 'P'), ('follows', 'V'), ('*', ','), ('my_beautiful_package_MyClass', '^'), ('*', ','), (')', ','), ('although', 'P'), ('it', 'O'), ('works', 'V'), (',', ','), ('its', 'L'), ('not', 'R'), ('that', 'R'), ('elegant', 'A'), ('=/', 'E')]"
105,"I'd like to use the Rhino JavaScript compiler to compile some JavaScript to . class bytecode files for use in a project . It seems like this should already exist , since there are groovyc , netrexxc , and jythonc tasks for Groovy , NetREXX ( ! ) and Jython , respectively . Has anyone used or written such an Ant task , or can anyone provide some tips on how to write one ? Ideally it would have some way to resolve dependencies among JavaScript or Java classes .","[(""I'd"", 'L'), ('like', 'V'), ('to', 'P'), ('use', 'V'), ('the', 'D'), ('Rhino', '^'), ('JavaScript', '^'), ('compiler', '^'), ('to', 'P'), ('compile', 'V'), ('some', 'D'), ('JavaScript', '^'), ('to', 'P'), ('.', ','), ('class', 'N'), ('bytecode', '^'), ('files', 'N'), ('for', 'P'), ('use', 'V'), ('in', 'P'), ('a', 'D'), ('project', 'N'), ('.', ','), ('It', 'O'), ('seems', 'V'), ('like', 'P'), ('this', 'D'), ('should', 'V'), ('already', 'R'), ('exist', 'V'), (',', ','), ('since', 'P'), ('there', 'X'), ('are', 'V'), ('groovyc', '^'), (',', ','), ('netrexxc', '^'), (',', ','), ('and', '&'), ('jythonc', 'Z'), ('tasks', 'N'), ('for', 'P'), ('Groovy', '^'), (',', ','), ('NetREXX', '^'), ('(', ','), ('!', ','), (')', ','), ('and', '&'), ('Jython', '^'), (',', ','), ('respectively', 'R'), ('.', ','), ('Has', 'V'), ('anyone', 'O'), ('used', 'V'), ('or', '&'), ('written', 'V'), ('such', 'X'), ('an', 'D'), ('Ant', 'N'), ('task', 'N'), (',', ','), ('or', '&'), ('can', 'V'), ('anyone', 'O'), ('provide', 'V'), ('some', 'D'), ('tips', 'N'), ('on', 'P'), ('how', 'R'), ('to', 'P'), ('write', 'V'), ('one', '$'), ('?', ','), ('Ideally', 'R'), ('it', 'O'), ('would', 'V'), ('have', 'V'), ('some', 'D'), ('way', 'N'), ('to', 'P'), ('resolve', 'V'), ('dependencies', 'N'), ('among', 'P'), ('JavaScript', '^'), ('or', '&'), ('Java', '^'), ('classes', 'N'), ('.', ',')]","[(""I'd"", 'L'), ('like', 'V'), ('to', 'P'), ('use', 'V'), ('the', 'D'), ('Rhino', '^'), ('JavaScript', '^'), ('compiler', '^'), ('to', 'P'), ('compile', 'V'), ('some', 'D'), ('JavaScript', '^'), ('to', 'P'), ('.', ','), ('class', 'N'), ('bytecode', '^'), ('files', 'N'), ('for', 'P'), ('use', 'V'), ('in', 'P'), ('a', 'D'), ('project', 'N'), ('.', ','), ('It', 'O'), ('seems', 'V'), ('like', 'P'), ('this', 'D'), ('should', 'V'), ('already', 'R'), ('exist', 'V'), (',', ','), ('since', 'P'), ('there', 'X'), ('are', 'V'), ('groovyc', '^'), (',', ','), ('netrexxc', '^'), (',', ','), ('and', '&'), ('jythonc', 'Z'), ('tasks', 'N'), ('for', 'P'), ('Groovy', '^'), (',', ','), ('NetREXX', '^'), ('(', ','), ('!', ','), (')', ','), ('and', '&'), ('Jython', '^'), (',', ','), ('respectively', 'R'), ('.', ','), ('Has', 'V'), ('anyone', 'O'), ('used', 'V'), ('or', '&'), ('written', 'V'), ('such', 'X'), ('an', 'D'), ('Ant', 'N'), ('task', 'N'), (',', ','), ('or', '&'), ('can', 'V'), ('anyone', 'O'), ('provide', 'V'), ('some', 'D'), ('tips', 'N'), ('on', 'P'), ('how', 'R'), ('to', 'P'), ('write', 'V'), ('one', '$'), ('?', ','), ('Ideally', 'R'), ('it', 'O'), ('would', 'V'), ('have', 'V'), ('some', 'D'), ('way', 'N'), ('to', 'P'), ('resolve', 'V'), ('dependencies', 'N'), ('among', 'P'), ('JavaScript', '^'), ('or', '&'), ('Java', '^'), ('classes', 'N'), ('.', ',')]"
106,Why not simply use java task ? Any objections ?,"[('Why', 'R'), ('not', 'R'), ('simply', 'R'), ('use', 'V'), ('java', '^'), ('task', 'N'), ('?', ','), ('Any', 'D'), ('objections', 'N'), ('?', ',')]","[('Why', 'R'), ('not', 'R'), ('simply', 'R'), ('use', 'V'), ('java', '^'), ('task', 'N'), ('?', ','), ('Any', 'D'), ('objections', 'N'), ('?', ',')]"
